"rank"	"DPName"	"dpID"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"pubFormat"	"exampleEntry"	"inputs"	"source"	"timeIndex"	"timeDescription"	"spatialIndex"	"spatialDescription"	"horIndex"	"horDescription"	"vertIndex"	"vertDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"
"12"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangeNAQM"	"Quality metric that summarizes when the range test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"13"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistenceFailQM"	"Quality metric that summarizes the failed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"14"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistencePassQM"	"Quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"15"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistenceNAQM"	"Quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"16"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepFailQM"	"Quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"17"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepPassQM"	"Quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"18"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepNAQM"	"Quality metric that summarizes when the step test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"19"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullFailQM"	"Quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"20"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullPassQM"	"Quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"21"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullNAQM"	"Quality metric that summarizes when the null test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"22"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapFailQM"	"Quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"23"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapPassQM"	"Quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"24"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapNAQM"	"Quality metric that summarizes when the gap test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"25"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikeFailQM"	"Quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"26"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikePassQM"	"Quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"27"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikeNAQM"	"Quality metric that summarizes when the spike test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"28"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyFailQM"	"Quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"29"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyPassQM"	"Quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"30"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyNAQM"	"Quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"31"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"alphaQM"	"Quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"32"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"betaQM"	"Quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"33"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"finalQF"	"Quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)"	"real"	"NA"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
